filename,cluster,x,y
Sohail_2024_Fundamental limitations on the recoverability of q_intro.txt,16,2.7653522,2.4367478
Sol H. Jacobsen_2013_Optimal correction of independent and correlated e_intro.txt,30,-1.1015472,8.545069
Solomon Uriri_2020_Quantum Metamaterials- Applications in quantum inf_intro.txt,10,2.0434594,5.3950524
Songqinghao Yang_2024_Understanding the Scalability of Circuit Cutting T_intro.txt,14,-0.053840216,3.2365122
Sophie Choe_2022_Quantum computing overview- discrete vs. continuou_intro.txt,-1,1.4109936,4.4937134
Sora Choi_2004_Secure quantum cryptographic network based on quan_intro.txt,5,1.7436098,1.1884117
Sorana Catrina_2024_Quantum Tunneling- From Theory to Error-Mitigated _intro.txt,-1,0.018731676,4.57936
Soraya Taghavi_2008_Channel-Optimized Quantum Error Correction_intro.txt,-1,-1.4221603,8.0893955
Soraya Taghavi_2010_Optimized Entanglement-Assisted Quantum Error Corr_intro.txt,25,-1.6782488,8.03148
Soronzonbold Otgonbaatar_2024_Quantum Digital Twins for Uncertainty Quantificati_intro.txt,14,0.203206,3.5411108
Soumik Adhikary_2019_Supervised learning with a quantum classifier usin_intro.txt,4,-2.1965983,2.7008967
Soumik Mahanti_2019_Quantum Robots Can Fly; Play Games- An IBM Quantum_intro.txt,-1,-0.32709298,2.3038156
Sowmitra Das_2024_Purification and correction of quantum channels by_intro.txt,16,2.5825627,2.4640458
Spiro Gicev_2021_A scalable and fast artificial neural network synd_intro.txt,-1,1.2747885,9.079261
Spiro Gicev_2023_Quantum computer error structure probed by quantum_intro.txt,27,-0.8633622,7.120915
Sreraman Muralidharan_2013_Ultrafast and Fault-Tolerant Quantum Communication_intro.txt,13,1.8263252,2.7142825
Sreraman Muralidharan_2018_One way quantum repeaters with quantum Reed-Solomo_intro.txt,-1,-0.4927813,9.594536
Sridhar Majety_2023_Triangular Cross-Section Beam Splitters in Silicon_intro.txt,20,1.6573789,4.1512837
Srinivasan Arunachalam_2015_On the robustness of bucket brigade quantum RAM_intro.txt,-1,-0.66528946,5.664325
Srushti Patil_2025_Machine Learning Approach towards Quantum Error Mi_intro.txt,-1,-1.8421067,4.180133
Stan Gudder_2009_Quantum measure and integration theory_intro.txt,0,5.1325207,3.0250816
Stavros Efthymiou_2023_Qibolab- an open-source hybrid quantum operating s_intro.txt,14,0.25911418,2.9259768
Stefan H. Sack_2023_Large-scale quantum approximate optimization on no_intro.txt,14,-0.68117315,2.7215745
Stefan Krastanov_2020_Heterogeneous Multipartite Entanglement Purificati_intro.txt,13,2.2679434,2.4497533
Stefanie J. Beale_2018_Coherence in quantum error-correcting codes_intro.txt,30,-0.28969473,8.573439
Stefanie J. Beale_2020_Efficiently computing logical noise in quantum err_intro.txt,30,-0.80245423,8.367052
"Stefano Markidis_2024_What is Quantum Parallelism, Anyhow__intro.txt",14,0.5118843,3.5452511
Stefano Paesani_2017_Experimental Bayesian Quantum Phase Estimation on _intro.txt,14,-1.1721783,4.4248624
Stefano Paesani_2022_High-threshold quantum computing by fusing one-dim_intro.txt,29,0.39711642,6.4796405
"Stefano Pirandola_2018_On quantum illumination, quantum reading, and the _intro.txt",16,2.710684,2.381976
Stephanie Simmons_2023_Scalable Fault-Tolerant Quantum Technologies with _intro.txt,20,1.194887,5.344444
Stephen Blaha_2002_Quantum Computers and Quantum Computer Languages- _intro.txt,14,0.6132873,3.0790129
Stephen D. Bartlett_2002_Quantum Teleportation of Optical Quantum Gates_intro.txt,-1,1.221228,4.5597496
Stephen DiAdamo_2022_Packet Switching in Quantum Networks- A Path to Qu_intro.txt,13,1.7228203,2.1193268
Stephen P. Walborn_2005_Quantum Erasure- Quantum Interference Revisited_intro.txt,12,3.5971665,3.222978
Stephen Wiesner_1996_Simulations of Many-Body Quantum Systems by a Quan_intro.txt,14,0.73300964,3.6796772
Stergios Koutsioumpas_2022_The Smallest Code with Transversal T_intro.txt,-1,0.52457064,7.5749125
Steve Campbell_2012_Global Quantum Correlation in the Ising model_intro.txt,-1,2.7277005,3.7478657
Steven Duplij_2007_Quantum Computations- Fundamentals And Algorithms_intro.txt,14,0.6575142,3.2946506
Steven Herbert_2021_Noise-Aware Quantum Amplitude Estimation_intro.txt,14,-1.0411186,4.0197797
Steven M. Girvin_2021_Introduction to Quantum Error Correction and Fault_intro.txt,-1,4.394865,5.7218423
Steven T. Flammia_2012_Counterexamples to Kalai's Conjecture C_intro.txt,28,-0.1279155,6.886823
Su-Peng Kou_2008_Topological Quantum Computation by Manipulating Qu_intro.txt,-1,2.7091455,6.112003
Su-Peng Kou_2009_Realization of Topological Quantum Computation wit_intro.txt,17,1.7809172,8.414885
Subhash Kak_1998_A Note on Quantum Errors and Their Correction_intro.txt,30,-0.7158503,8.122949
"Sudip Chakravarty_2009_Quantum Phase Transition, Dissipation, and Measure_intro.txt",11,2.408058,4.1545486
Suguru Endo_2017_Practical Quantum Error Mitigation for Near-Future_intro.txt,24,-1.6425993,6.064594
Suguru Endo_2018_Mitigating algorithmic errors in Hamiltonian simul_intro.txt,24,-2.2478232,5.398045
Suguru Endo_2018_Variational quantum algorithms for discovering Ham_intro.txt,14,-1.1709762,4.1603403
Suguru Endo_2020_Hybrid quantum-classical algorithms and quantum er_intro.txt,-1,-1.5712882,5.259274
Suguru Endo_2022_Quantum error mitigation for rotation symmetric bo_intro.txt,14,-1.1426305,4.7018657
"Suhas Vittal_2024_Flag Proxy Networks- Tackling the Architectural, S_intro.txt",-1,-0.12155558,7.904148
Sungwook Lee_2014_On Finite $J$-Hermitian Quantum Mechanics_intro.txt,-1,4.3442297,3.226418
Sunho Kim_2015_The Decomposition Properties of Quantum Discord_intro.txt,15,2.7407572,3.1847923
Supreeth Mysore Venkatesh_2023_Q-Seg- Quantum Annealing-Based Unsupervised Image _intro.txt,4,-1.6535376,2.8576808
Surabhi Luthra_2025_Unlocking early fault-tolerant quantum computing w_intro.txt,8,1.9363874,7.152097
Suryansh Upadhyay_2022_Robust and Secure Hybrid Quantum-Classical Computa_intro.txt,14,-0.30320585,3.3243923
Suryansh Upadhyay_2023_Obfuscating Quantum Hybrid-Classical Algorithms fo_intro.txt,-1,2.5849242,7.589965
Suryansh Upadhyay_2023_Trustworthy Computing using Untrusted Cloud-Based _intro.txt,14,-0.07690094,3.3836172
Susan M. Clark_2021_Engineering the Quantum Scientific Computing Open _intro.txt,14,0.15746137,3.4243789
Suvabrata De_2014_A protected vortex exciton qubit_intro.txt,-1,0.83178216,6.2979054
Sven Jandura_2024_Surface Code Stabilizer Measurements for Rydberg A_intro.txt,22,0.5352713,5.7298074
Sylvain Carrozza_2024_A correspondence between quantum error correcting _intro.txt,-1,3.2430882,5.8604207
T. -Q. Cai_2021_Perturbation impact of spectators on a cross-reson_intro.txt,21,1.5773541,5.7905526
T. B. Pittman_2005_Demonstration of Quantum Error Correction using Li_intro.txt,-1,-0.5443872,7.308374
T. C. Ralph_2003_Proposal for a simple quantum error correction tes_intro.txt,27,-0.54126555,7.536544
T. C. Ralph_2011_Quantum Error Correction of Continuous Variable St_intro.txt,27,-0.8549161,7.5712657
T. E. O'Brien_2022_Purification-based quantum error mitigation of pai_intro.txt,14,-1.2971392,4.3645463
T. Meunier_2010_Efficient C-Phase gate for single-spin qubits in q_intro.txt,20,1.6249003,4.9585333
T. Mor_1996_Reducing Quantum Errors and Improving Large Scale _intro.txt,5,1.9023454,1.0496757
"T. P. Harty_2014_High-fidelity preparation, gates, memory and reado_intro.txt",22,0.4627563,5.4515696
T. P. Harty_2016_High-fidelity trapped-ion quantum logic using near_intro.txt,22,0.45893997,5.3810363
T. R. Scruby_2019_A Hierarchy of Anyon Models Realised by Twists in _intro.txt,17,1.8581208,7.707042
T. R. Scruby_2020_Numerical Implementation of Just-In-Time Decoding _intro.txt,17,1.4285218,8.694287
T. S. Mahesh_2015_Ancilla assisted measurements on quantum ensembles_intro.txt,-1,2.4927754,4.038153
T. Szkopek_2004_Threshold Error Penalty for Fault Tolerant Computa_intro.txt,28,-0.052026857,7.132494
T. Valtinos_2023_The Gell-Mann feature map of qutrits and its appli_intro.txt,4,-2.2378623,2.6863837
Tadashi Kadowaki_2023_Enhancing Quantum Annealing in Digital-Analog Quan_intro.txt,14,-0.84830964,2.9597516
Tadashi Kadowaki_2025_Quantum Computing and AI- Perspectives on Advanced_intro.txt,4,-1.6551534,2.700334
Taewan Kim_2024_Resource-compact time-optimal quantum computation_intro.txt,29,0.2582457,6.459594
Takaaki Kuwahara_2024_Quantum error correction realized by the renormali_intro.txt,0,5.0575237,3.401367
Takahiko Satoh_2012_Quantum network coding for quantum repeaters_intro.txt,13,1.715478,2.2085524
Takahiko Satoh_2015_Scalable quantum computation architecture using al_intro.txt,29,0.446326,6.5119605
Takahiro Kashiwazaki_2022_Fabrication of low-loss quasi-single-mode PPLN wav_intro.txt,10,1.9813783,5.594508
Takao Aoki_2008_Quantum error correction beyond qubits_intro.txt,-1,-0.8709391,7.900655
Takaya Matsuura_2019_Equivalence of approximate Gottesman-Kitaev-Preski_intro.txt,30,-0.38838536,8.3458805
Takis Angelides_2023_First-Order Phase Transition of the Schwinger Mode_intro.txt,14,-1.2014147,4.3486323
Taksu Cheon_2006_Game Theory Formulated on Hilbert Space_intro.txt,-1,4.3127255,1.9993654
Takuma Noto_2020_Quantum circuit to estimate pi using quantum ampli_intro.txt,14,-0.3664937,3.675185
Takumi Kobori_2024_Bayesian Inference of General Noise Model Paramete_intro.txt,18,1.9968535,9.393955
Takumi Kobori_2024_LSQCA- Resource-Efficient Load-Store Architecture _intro.txt,-1,0.72416925,6.8198166
Takuya Hatomura_2022_State-dependent error bound for digital quantum si_intro.txt,14,-0.8134317,4.658539
Takuya Machida_2012_Realization of the probability laws in the quantum_intro.txt,1,0.44027045,1.6310236
Takuya Machida_2024_Phase transition of a continuous-time quantum walk_intro.txt,1,0.42894194,1.6521333
Talal Ahmed Chowdhury_2024_Capturing the Page Curve and Entanglement Dynamics_intro.txt,6,4.3892655,4.0822287
"Tanay Kibe_2021_Holographic spacetime, black holes and quantum err_intro.txt",6,4.744557,4.425384
Tania Sidana_2022_Entanglement-Assisted Quantum Error-Correcting Cod_intro.txt,23,-0.6167916,9.939819
Tanmoy Pandit_2024_Over-rotation coherent error induced by pseudo-twi_intro.txt,-1,2.467148,8.751656
Tao Chen_2020_Robust and Fast Holonomic Quantum Gates with Encod_intro.txt,21,1.4312716,5.653797
Tao Jiang_2021_Error mitigation in variational quantum eigensolve_intro.txt,-1,-1.2932159,5.363101
Tao Li_2014_Heralded quantum repeater for a quantum communicat_intro.txt,-1,1.7656046,3.4554126
Tao Wang_2021_Quantum Synchronizable Codes on Sextic Cyclotomy_intro.txt,30,-0.40556365,9.45778
"Taro Kimura_2017_Quantum Field Theory, Quantum Geometry, and Quantu_intro.txt",0,5.5157666,3.6712043
Ted Hurley_2018_Entanglement-assisted quantum error-correcting cod_intro.txt,23,-0.6167237,9.925219
Ted Hurley_2018_Quantum error-correcting codes- the unit-derived s_intro.txt,30,-0.5505449,9.018907
Ted Hurley_2024_On codes induced from Hadamard matrices_intro.txt,30,-0.12910043,9.431945
Tefjol Pllaha_2021_Decomposition of Clifford Gates_intro.txt,8,1.8968577,7.1991158
Tejas Gandhi_2017_Stabilizer codes from modified symplectic form_intro.txt,30,-0.28149456,9.191212
Tejas Shinde_2024_Utilizing classical programming principles in the _intro.txt,4,-1.4835767,2.940445
Terry Farrelly_2021_Local tensor-network codes_intro.txt,18,2.2412212,9.388015
Tetsufumi Tanamoto_2019_Robustness of cluster states and surface code stat_intro.txt,9,2.741214,4.382112
Tetsushi Matsui_2004_A Note on Bulk Quantum Turing Machine_intro.txt,14,0.6945493,3.4342222
Thais de Lima Silva_2024_Partition function estimation with a quantum coin _intro.txt,14,-1.0789355,4.2628546
Tharon Holdsworth_2022_Quantifying the performance of approximate telepor_intro.txt,13,1.984015,2.423602
Theerapat Tansuwannont_2020_Fault-tolerant quantum error correction using erro_intro.txt,-1,1.2477528,9.630679
Theo Saporiti_2025_BBGKY hierarchy for quantum error mitigation_intro.txt,24,-1.9753337,5.5042486
Theodore J. Yoder_2016_The surface code with a twist_intro.txt,17,1.8303823,7.8526964
Theodore J. Yoder_2017_Universal fault-tolerant quantum computation with _intro.txt,17,1.6144358,7.611993
Theodoros Kapourniotis_2015_On optimising quantum communication in verifiable _intro.txt,7,1.0859151,2.246013
Theodoros Kapourniotis_2018_Fault-tolerant quantum metrology_intro.txt,-1,-1.4629459,6.7505946
Theodoros Trochatos_2024_Quantum Operating System Support for Quantum Trust_intro.txt,5,1.2718518,1.1642642
Thet Htar Su_2024_Quantum framework for Reinforcement Learning- inte_intro.txt,4,-1.4930049,2.4142947
Thi Ha Kyaw_2013_Measurement-Based Quantum Computation on Two-Body _intro.txt,20,1.3099362,5.1767817
Thiago Guerreiro_2020_Quantum Molecular Robots_intro.txt,-1,-1.4498073,6.5751467
Thiago L. M. Guedes_2023_Quantum cellular automata for quantum error correc_intro.txt,14,1.171493,3.4944677
Thiago Melo D. Azevedo_2025_Divide-and-Conquer Simulation of Open Quantum Syst_intro.txt,14,-0.36201605,4.018546
Thibaud Louvet_2023_On the feasibility of performing quantum chemistry_intro.txt,14,-1.3954308,4.443791
Thien Nguyen_2021_Tensor Network Quantum Virtual Machine for Simulat_intro.txt,14,-0.1782693,3.6092818
Thomas Botzung_2023_Robustness and measurement-induced percolation of _intro.txt,17,1.2542098,8.566806
Thomas D. Cohen_2021_Quantum algorithms for transport coefficients in g_intro.txt,14,-0.5105354,4.639858
Thomas Gabor_2022_Simple Quantum State Encodings for Hybrid Programm_intro.txt,14,-0.34087637,3.7078307
Thomas Gabor_2022_Towards Turing-Complete Quantum Computing Coming F_intro.txt,14,0.6309754,3.208207
Thomas Grurl_2023_Automatic Implementation and Evaluation of Error-C_intro.txt,30,-0.4208488,8.343499
Thomas Häner_2016_A Software Methodology for Compiling Quantum Progr_intro.txt,14,0.39419827,3.070836
Thomas Häner_2016_Factoring using 2n+2 qubits with Toffoli based mod_intro.txt,14,0.15506902,3.411338
Thomas Häner_2016_High Performance Emulation of Quantum Circuits_intro.txt,14,-0.18464243,3.5727658
Thomas Häner_2022_Space-time optimized table lookup_intro.txt,17,1.5060992,7.901137
Thomas Steckmann_2021_Mapping the metal-insulator phase diagram by algeb_intro.txt,14,-0.66843563,4.509957
Thomas Wagner_2017_Analysis of quantum error correction with symmetri_intro.txt,19,2.4192526,9.020589
Thomas Wagner_2019_Symmetries for a High Level Neural Decoder on the _intro.txt,17,1.6629146,8.900401
Thomas Wagner_2021_Pauli channels can be estimated from syndrome meas_intro.txt,30,-0.63815093,8.545711
Thomas Wagner_2022_Learning logical Pauli noise in quantum error corr_intro.txt,30,-0.40833566,8.61103
Thore Gerlach_2025_Hybrid Quantum-Classical Multi-Agent Pathfinding_intro.txt,14,-0.4884389,2.9880736
Thorge Müller_2024_Limitations of Quantum Approximate Optimization in_intro.txt,14,-0.65156186,2.8841422
Tian-Hai Zeng_2005_Conditional quantum distinguishability and pure qu_intro.txt,5,1.8873721,1.6292272
Tian-Ren Jin_2023_Purity-Assisted Zero-Noise Extrapolation for Quant_intro.txt,24,-2.413825,5.481048
Tian-Ren Jin_2024_Distributed Quantum Computation via Entanglement F_intro.txt,-1,0.15082262,4.0151978
Tian-Ren Jin_2024_Noisy Probabilistic Error Cancellation and General_intro.txt,-1,-1.7737883,6.2302237
Tianen Chen_2024_Entanglement distribution based on quantum walk in_intro.txt,13,1.8200917,2.6976676
Tianfeng Feng_2020_Quantum Information Transfer between a Two-Level a_intro.txt,16,2.8064835,2.5794594
Tianfeng Feng_2024_Distributed Quantum Simulation_intro.txt,7,0.94716096,2.0295854
Tianjie Hu_2023_SurfaceNet- Fault-Tolerant Quantum Networks with S_intro.txt,-1,1.1182786,7.8054085
Till J. Weinhold_2008_Understanding photonic quantum-logic gates- The ro_intro.txt,29,0.4571915,6.437098
Tim Chan_2024_Benchmarking Accuracy in an Emulated Memory Experi_intro.txt,18,1.6990466,9.261741
Tim Weaving_2023_Benchmarking Noisy Intermediate Scale Quantum Erro_intro.txt,14,-1.4193276,4.555227
Timo Hillmann_2022_Quantum error correction with dissipatively stabil_intro.txt,22,0.588685,5.6770034
Timo Hillmann_2024_Single-shot and measurement-based quantum error co_intro.txt,17,1.7298231,8.38905
Timon Scheiber_2024_Reducing PEC Overhead by Pauli Error Propagation_intro.txt,8,1.784076,7.175343
Timothée Goubault de Brugière_2023_Shallower CNOT circuits on realistic quantum hardw_intro.txt,14,0.027492763,3.8257122
Timothy A. S. Davidson_2012_Analysis of a Quantum Error Correcting Code using _intro.txt,7,1.2652326,2.5695612
Timothy J. Hodges_1996_Double quantum groups and Iwasawa decomposition_intro.txt,0,5.8840375,3.2490766
Timothy J. Proctor_2016_Hybrid quantum computing with ancillas_intro.txt,-1,1.9779835,4.9392443
Timur F. Kamalov_2001_Quantum computer and its quasiclassical model_intro.txt,14,0.7613786,3.5140667
Ting Gao_2003_Quantum logic network for probabilistic cloning th_intro.txt,13,1.5280355,2.4894598
Ting-Chun Lin_2024_Transversal non-Clifford gates for quantum LDPC co_intro.txt,-1,0.3428912,8.577012
Tinggui Zhang_2021_A note on quantum Bell nonlocality and quantum ent_intro.txt,-1,3.2563276,3.1142497
Tinggui Zhang_2022_System-environment dynamics of GHZ-like states in _intro.txt,21,1.5662074,5.6627493
Tobias Hagge_2023_Error mitigation via error detection using General_intro.txt,-1,0.69528675,7.656824
Tobias Hartung_2024_Real-time measurement error mitigation for one-way_intro.txt,-1,-0.8446509,6.377585
Tobias J. Osborne_2008_Entropic bounds for the quantum marginal problem_intro.txt,16,3.0084684,2.8013334
Tobias Kehrer_2023_Improving Transmon Qudit Measurement on IBM Quantu_intro.txt,21,1.3655093,5.9238973
Tobias Rohe_2024_From Problem to Solution- A general Pipeline to So_intro.txt,14,0.2567262,2.9408603
Todd A. Brun_2015_Teleportation-based Fault-tolerant Quantum Computa_intro.txt,26,0.12293126,7.890494
Todd A. Brun_2019_Quantum Error Correction_intro.txt,-1,-1.3794045,7.007985
Todd Brun_2006_Catalytic quantum error correction_intro.txt,23,-0.7940276,9.601735
Todd Brun_2006_Correcting Quantum Errors with Entanglement_intro.txt,-1,-0.9063883,9.479964
Todd Brun_2016_Entanglement-Assisted Quantum Error-Correcting Cod_intro.txt,-1,-1.6405412,8.651707
Tom J. Bell_2022_Optimising graph codes for measurement-based loss _intro.txt,29,0.41880342,7.3829217
Tom Jaeger_2024_Modeling Quantum Volume Using Randomized Benchmark_intro.txt,20,0.94773376,4.762187
Tom Peham_2024_Automated Synthesis of Fault-Tolerant State Prepar_intro.txt,8,2.130311,7.4436283
Tom Weber_2021_Modelling for Quantum Error Mitigation_intro.txt,12,3.7974381,3.599354
Tom Weber_2023_Volumetric Benchmarking of Quantum Computing Noise_intro.txt,24,-1.1629502,5.8623843
Tomas Jochym-O'Connor_2012_Private Quantum Subsystems_intro.txt,30,-0.78685296,9.326266
Tomas Jochym-O'Connor_2013_Using concatenated quantum codes for universal fau_intro.txt,26,0.1895612,7.549204
Tomas Jochym-O'Connor_2014_Quantum Subsystems- Exploring the Complementarity _intro.txt,5,1.925765,0.9748786
Tomasz Brzezinski_1992_Quantum group gauge theory on quantum spaces_intro.txt,0,5.679819,3.50088
Tomasz Brzezinski_1995_Quantum Fibre Bundles. An Introduction_intro.txt,0,5.800324,3.4491994
Tomasz Brzezinski_1995_Quantum Homogeneous Spaces as Quantum Quotient Spa_intro.txt,0,5.7350307,3.3713982
Tomasz Brzeziński_2012_Circle actions on a quantum Seifert manifold_intro.txt,0,5.7793484,3.3934424
Tomislav Begušić_2023_Fast classical simulation of evidence for the util_intro.txt,14,-0.23282304,3.8583338
Tommaso Gagliardoni_2017_Quantum Security of Cryptographic Primitives_intro.txt,5,1.3854064,1.0890628
Tomochika Kurita_2022_Synergetic quantum error mitigation by randomized _intro.txt,14,-1.5651668,4.4635487
Tomofumi Tada_2020_Contraction-free quantum state encoding by quantum_intro.txt,-1,-0.2336741,4.907937
Tomohiro Itogawa_2024_Even more efficient magic state distillation by ze_intro.txt,8,2.4826334,7.1013265
Tomohiro Ogawa_2005_Quantum Secret Sharing Schemes and Reversibility o_intro.txt,5,2.0521302,1.3474067
Tomohiro Yamazaki_2023_Linear Optical Quantum Computation with Frequency-_intro.txt,-1,1.2669146,4.5524473
Tomoyuki Morimae_2010_Strong entanglement causes low gate fidelity in in_intro.txt,-1,-0.58582157,6.4471827
Tomoyuki Morimae_2011_Not all physical errors can be linear CPTP maps in_intro.txt,-1,-0.6624585,6.6828523
Tomoyuki Morimae_2011_Simulation of fault-tolerant quantum circuits on q_intro.txt,-1,-0.6656034,6.631153
Tomoyuki Morimae_2016_Measurement-only verifiable blind quantum computin_intro.txt,5,1.4915532,1.4503051
Tomoyuki Yamakami_2002_Quantum Optimization Problems_intro.txt,14,-0.71772105,2.8768625
Toshiyuki Fujii_2009_Quantum Knitting Computer_intro.txt,22,1.0171345,5.8589835
Toyohiro Tsurumaru_2018_Leftover hashing from quantum error correction- Un_intro.txt,5,1.7047876,1.0658528
Trevor Keen_2019_Quantum-classical simulation of two-site dynamical_intro.txt,14,-0.6985165,4.517844
Tudor Giurgica-Tiron_2020_Digital zero noise extrapolation for quantum error_intro.txt,24,-1.8442057,5.475592
Tunde Joseph Taiwo_2017_Meixner- Pollaczek Quantum System_intro.txt,0,5.3479543,3.3020003
Tushar Pandey_2024_Efficient variational quantum eigensolver methodol_intro.txt,14,-1.4943204,4.495592
Tyler LeBlond_2023_TISCC- A Surface Code Compiler and Resource Estima_intro.txt,18,1.6185362,9.224024
Tzu-Chieh Wei_2015_Universal measurement-based quantum computation wi_intro.txt,-1,2.5418713,5.535689
Tzu-Miao Chou_2025_Anyonic Excitations in Warped and Curved AdS Backg_intro.txt,6,4.830766,4.376345
U. Alvarez-Rodriguez_2017_Quantum Artificial Life in an IBM Quantum Computer_intro.txt,4,-1.817364,2.5848126
U. V. Poulsen_2009_Correcting errors in a quantum gate with pushed io_intro.txt,22,0.36211118,5.2946258
Ugnė Liaubaitė_2025_Prospects of Quantum Error Mitigation for Quantum _intro.txt,24,-2.0156734,5.4037547
Ulrich Meyer_1994_Projective quantum spaces_intro.txt,0,5.813895,3.3933904
Ulysse Chabaud_2021_Continuous Variable Quantum Advantages and Applica_intro.txt,2,3.6449366,4.752672
Ulysse Chabaud_2024_Phase-space negativity as a computational resource_intro.txt,9,2.4103405,4.957762
Upendra S. Kapshikar_2021_The Diagonal Distance of CWS Codes_intro.txt,30,-0.03216642,9.095175
Uthirakalyani G_2022_A Converse for Fault-tolerant Quantum Computation_intro.txt,28,-0.28452778,6.751075
Uthirakalyani. G_2023_Limits of Fault-Tolerance on Resource-Constrained _intro.txt,-1,-0.23048452,6.3895516
Utkarsh Azad_2021_Surface Code Design for Asymmetric Error Channels_intro.txt,18,1.759372,9.319952
Uttam Singh_2013_Weak measurement induced super discord can resurre_intro.txt,15,2.8032596,3.3458505
Uwe Franz_2015_Lévy Processes on Quantum Permutation Groups_intro.txt,0,5.7361355,2.938236
V. Chari_1994_Minimal Affinizations of Representations of quantu_intro.txt,0,5.829311,3.2802398
V. I. Yukalov_2021_Tossing Quantum Coins and Dice_intro.txt,12,3.719736,2.6962123
V. N. Dumachev_2006_Elementary quantum cloning machines_intro.txt,2,4.0013814,5.2500515
V. Nebendahl_2014_Optimized Quantum Error Correction Codes for Exper_intro.txt,30,-0.9991186,8.449526
V. P. Belavkin_2007_Additivity of Entangled Channel Capacity for Quant_intro.txt,16,2.9157033,2.5592797
"V. Vedral_1996_Quantum Correlations, Local Interactions and Error_intro.txt",27,-0.728842,7.3049545
Vadym Kliuchnikov_2015_A Framework for Approximating Qubit Unitaries_intro.txt,8,1.6543275,7.2452474
Vahid Azimi Mousolou_2018_Scalable star-shape architecture for universal spi_intro.txt,-1,1.2777547,5.488557
Vaibhav Madhok_2012_Quantum discord as a resource in quantum communica_intro.txt,-1,2.4555836,2.777648
Valentin Kasper_2020_Universal quantum computation and quantum error co_intro.txt,22,0.83843386,5.7373037
Valentine Nyirahafashimana_2025_Quantum Error Correction in Quaternionic Hilbert S_intro.txt,-1,-1.4523821,7.9105926
Valerio Scarani_2005_Quantum cloning_intro.txt,13,1.5949697,2.45286
"Vaneet Aggarwal_2006_Boolean Functions, Projection Operators and Quantu_intro.txt",30,-0.5196746,9.247642
Varad R. Pande_2017_Strong Algorithmic Cooling in Large Star-Topology _intro.txt,-1,1.2736511,6.3696036
Vasil S. Denchev_2012_Robust Classification with Adiabatic Quantum Optim_intro.txt,4,-1.7463881,2.9385688
Vasily E. Tarasov_2002_Quantum Computation by Quantum Operations on Mixed_intro.txt,-1,0.9569377,3.8940618
Vasily E. Tarasov_2011_Stationary States of Dissipative Quantum Systems_intro.txt,12,3.9290543,3.5715559
Vasily Sazonov_2021_Quantum error mitigation for parametric circuits_intro.txt,24,-1.4872668,5.528438
Venkata K. V. V. Bathalapalli_2024_QPUF 2.0- Exploring Quantum Physical Unclonable Fu_intro.txt,5,1.3818249,1.0553522
Veysel Bayrakci_2022_Quantum Zeno Repeaters_intro.txt,13,1.8036263,2.652677
Vicente Leyton-Ortega_2022_Quantum error mitigation by hidden inverses protoc_intro.txt,14,-1.5529788,4.532798
Vickram N. Premakumar_2019_2-Designs and Redundant Syndrome Extraction for Qu_intro.txt,24,-2.687059,5.656993
Vicky Choi_2008_Minor-Embedding in Adiabatic Quantum Computation- _intro.txt,14,-0.5734101,3.107405
Vicky Choi_2010_Minor-embedding in adiabatic quantum computation- _intro.txt,14,-0.4381118,3.2505186
Victor Yon_2023_A Cryogenic Memristive Neural Decoder for Fault-to_intro.txt,-1,0.37336594,8.380794
Vincent Lam_2024_The quantum gravity seeds for laws of nature_intro.txt,6,4.2434535,3.8681285
Vincent Russo_2022_Testing platform-independent quantum error mitigat_intro.txt,24,-1.6051936,6.0667367
Vincent Russo_2024_Quantum error mitigation by layerwise Richardson e_intro.txt,24,-1.9613037,5.5371037
Vinuta V. Gayatri_2018_Decoding Algorithms for Hypergraph Subsystem Codes_intro.txt,-1,2.28367,9.229476
Viv Kendon_2006_A random walk approach to quantum algorithms_intro.txt,1,0.36878744,1.6664792
Viv Kendon_2020_How to Compute Using Quantum Walks_intro.txt,1,0.40565434,1.6962856
Viv Kendon_2020_Quantum computing using continuous-time evolution_intro.txt,14,0.33135733,3.5390615
Vlad Gheorghiu_2013_Accessing quantum secrets via local operations and_intro.txt,5,2.0107746,1.4762008
Vlad Gheorghiu_2019_Benchmarking the quantum cryptanalysis of symmetri_intro.txt,5,1.1515055,1.199671
Vladimir Korepin_2002_Thermodynamic interpretation of quantum error corr_intro.txt,25,-1.5154483,7.678399
Vlatko Vedral_2002_Geometric Phases and Topological Quantum Computati_intro.txt,-1,2.6343431,5.273916
Vojtech Havlicek_2018_Supervised learning with quantum enhanced feature _intro.txt,-1,1.4762022,5.4501977
Volodymyr Sivak_2024_Optimization of decoder priors for accurate quantu_intro.txt,25,-1.6250349,7.527679
Vu Tuan Hai_2022_Universal compilation for quantum state preparatio_intro.txt,-1,-1.4566277,3.2365181
Vwani P. Roychowdhury_1997_On the Structure of Additive Quantum Codes and the_intro.txt,30,-0.65200675,9.3556185
Vyjayanthi Chari_1995_Quantum affine algebras and affine Hecke algebras_intro.txt,0,5.841491,3.3083518
W. A. Majewski_1998_Does quantum chaos exist_ (A quantum Lyapunov expo_intro.txt,12,3.9153152,3.4515665
W. Cai_2020_Bosonic quantum error correction codes in supercon_intro.txt,30,-0.10418454,8.692822
W. Dür_2002_Entanglement purification for Quantum Computation_intro.txt,20,1.4198133,3.9033093
W. Dür_2007_Entanglement purification and quantum error correc_intro.txt,13,2.1859858,2.481792
